country_or_region,country_code,date,variable,generation_twh,share_of_generation_pct,emissions_mtco2,continent,ember_region,eu_flag,g20_flag,g7_flag,oecd_flag,region_demand_rank,oecd_demand_rank,eu_demand_rank,global_fuel_rank,latest_year,coal_deadline,clean_deadline
Austria,AUT,2022-01-01,Clean,4.26,71.84,0.15,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-01-01,Coal,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,186.0,2024,2030,2035
Austria,AUT,2022-01-01,Fossil,1.67,28.16,0.81,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-01-01,Gas,1.58,26.64,0.75,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,66.0,2024,2030,2035
Austria,AUT,2022-01-01,Hydro,2.87,48.4,0.07,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,16.0,2024,2030,2035
Austria,AUT,2022-01-01,Other Fossil,0.09,1.52,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,42.0,2024,2030,2035
Austria,AUT,2022-01-01,Other Renewables,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,157.0,2024,2030,2035
Austria,AUT,2022-01-01,Solar,0.12,2.02,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,28.0,2024,2030,2035
Austria,AUT,2022-01-01,Wind,1.03,17.37,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,29.0,2024,2030,2035
Austria,AUT,2022-01-01,Wind and solar,1.15,19.39,0.02,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-02-01,Bioenergy,0.22,4.32,0.05,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,24.0,2024,2030,2035
Austria,AUT,2022-02-01,Clean,3.74,73.48,0.13,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-02-01,Coal,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,186.0,2024,2030,2035
Austria,AUT,2022-02-01,Fossil,1.35,26.52,0.66,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-02-01,Gas,1.27,24.95,0.6,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,66.0,2024,2030,2035
Austria,AUT,2022-02-01,Hydro,2.34,45.97,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,16.0,2024,2030,2035
Austria,AUT,2022-02-01,Other Fossil,0.08,1.57,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,42.0,2024,2030,2035
Austria,AUT,2022-02-01,Other Renewables,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,157.0,2024,2030,2035
Austria,AUT,2022-02-01,Solar,0.18,3.54,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,28.0,2024,2030,2035
Austria,AUT,2022-02-01,Wind,1.0,19.65,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,29.0,2024,2030,2035
Austria,AUT,2022-02-01,Wind and solar,1.18,23.19,0.02,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-03-01,Bioenergy,0.24,4.5,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,24.0,2024,2030,2035
Austria,AUT,2022-03-01,Clean,3.74,70.16,0.15,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-03-01,Coal,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,186.0,2024,2030,2035
Austria,AUT,2022-03-01,Fossil,1.59,29.83,0.77,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-03-01,Gas,1.5,28.14,0.71,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,66.0,2024,2030,2035
Austria,AUT,2022-03-01,Hydro,2.63,49.34,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,16.0,2024,2030,2035
Austria,AUT,2022-03-01,Other Fossil,0.09,1.69,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,42.0,2024,2030,2035
Austria,AUT,2022-03-01,Other Renewables,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,157.0,2024,2030,2035
Austria,AUT,2022-03-01,Solar,0.33,6.19,0.02,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,28.0,2024,2030,2035
Austria,AUT,2022-03-01,Wind,0.54,10.13,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,29.0,2024,2030,2035
Austria,AUT,2022-03-01,Wind and solar,0.87,16.32,0.03,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-04-01,Bioenergy,0.22,4.22,0.05,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,24.0,2024,2030,2035
Austria,AUT,2022-04-01,Clean,4.39,84.26,0.15,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-04-01,Coal,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,186.0,2024,2030,2035
Austria,AUT,2022-04-01,Fossil,0.82,15.74,0.41,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-04-01,Gas,0.73,14.01,0.35,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,66.0,2024,2030,2035
Austria,AUT,2022-04-01,Hydro,3.13,60.08,0.08,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,16.0,2024,2030,2035
Austria,AUT,2022-04-01,Other Fossil,0.09,1.73,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,42.0,2024,2030,2035
Austria,AUT,2022-04-01,Other Renewables,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,157.0,2024,2030,2035
Austria,AUT,2022-04-01,Solar,0.3,5.76,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,28.0,2024,2030,2035
Austria,AUT,2022-04-01,Wind,0.74,14.2,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,29.0,2024,2030,2035
Austria,AUT,2022-04-01,Wind and solar,1.04,19.96,0.02,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-05-01,Bioenergy,0.22,3.96,0.05,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,24.0,2024,2030,2035
Austria,AUT,2022-05-01,Clean,4.91,88.3,0.16,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-05-01,Coal,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,186.0,2024,2030,2035
Austria,AUT,2022-05-01,Fossil,0.65,11.69,0.33,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-05-01,Gas,0.56,10.07,0.27,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,66.0,2024,2030,2035
Austria,AUT,2022-05-01,Hydro,3.92,70.5,0.09,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,16.0,2024,2030,2035
Austria,AUT,2022-05-01,Other Fossil,0.09,1.62,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,42.0,2024,2030,2035
Austria,AUT,2022-05-01,Other Renewables,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,157.0,2024,2030,2035
Austria,AUT,2022-05-01,Solar,0.38,6.83,0.02,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,28.0,2024,2030,2035
Austria,AUT,2022-05-01,Wind,0.39,7.01,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,29.0,2024,2030,2035
Austria,AUT,2022-05-01,Wind and solar,0.77,13.84,0.02,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-06-01,Bioenergy,0.21,4.02,0.05,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,24.0,2024,2030,2035
Austria,AUT,2022-06-01,Clean,5.01,95.8,0.17,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-06-01,Coal,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,186.0,2024,2030,2035
Austria,AUT,2022-06-01,Fossil,0.22,4.21,0.12,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-06-01,Gas,0.13,2.49,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,66.0,2024,2030,2035
Austria,AUT,2022-06-01,Hydro,3.91,74.76,0.09,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,16.0,2024,2030,2035
Austria,AUT,2022-06-01,Other Fossil,0.09,1.72,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,42.0,2024,2030,2035
Austria,AUT,2022-06-01,Other Renewables,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,157.0,2024,2030,2035
Austria,AUT,2022-06-01,Solar,0.41,7.84,0.02,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,28.0,2024,2030,2035
Austria,AUT,2022-06-01,Wind,0.48,9.18,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,29.0,2024,2030,2035
Austria,AUT,2022-06-01,Wind and solar,0.89,17.02,0.03,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-07-01,Bioenergy,0.21,4.61,0.05,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,24.0,2024,2030,2035
Austria,AUT,2022-07-01,Clean,4.27,93.64,0.15,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-07-01,Coal,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,186.0,2024,2030,2035
Austria,AUT,2022-07-01,Fossil,0.29,6.36,0.16,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-07-01,Gas,0.2,4.39,0.1,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,66.0,2024,2030,2035
Austria,AUT,2022-07-01,Hydro,3.12,68.42,0.07,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,16.0,2024,2030,2035
Austria,AUT,2022-07-01,Other Fossil,0.09,1.97,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,42.0,2024,2030,2035
Austria,AUT,2022-07-01,Other Renewables,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,157.0,2024,2030,2035
Austria,AUT,2022-07-01,Solar,0.43,9.43,0.02,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,28.0,2024,2030,2035
Austria,AUT,2022-07-01,Wind,0.51,11.18,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,29.0,2024,2030,2035
Austria,AUT,2022-07-01,Wind and solar,0.94,20.61,0.03,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-08-01,Bioenergy,0.21,4.91,0.05,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,24.0,2024,2030,2035
Austria,AUT,2022-08-01,Clean,4.0,93.46,0.15,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-08-01,Coal,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,186.0,2024,2030,2035
Austria,AUT,2022-08-01,Fossil,0.28,6.54,0.15,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-08-01,Gas,0.19,4.44,0.09,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,66.0,2024,2030,2035
Austria,AUT,2022-08-01,Hydro,2.96,69.16,0.07,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,16.0,2024,2030,2035
Austria,AUT,2022-08-01,Other Fossil,0.09,2.1,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,42.0,2024,2030,2035
Austria,AUT,2022-08-01,Other Renewables,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,157.0,2024,2030,2035
Austria,AUT,2022-08-01,Solar,0.38,8.88,0.02,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,28.0,2024,2030,2035
Austria,AUT,2022-08-01,Wind,0.45,10.51,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,29.0,2024,2030,2035
Austria,AUT,2022-08-01,Wind and solar,0.83,19.39,0.03,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-09-01,Bioenergy,0.21,4.38,0.05,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,24.0,2024,2030,2035
Austria,AUT,2022-09-01,Clean,3.99,83.13,0.14,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-09-01,Coal,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,186.0,2024,2030,2035
Austria,AUT,2022-09-01,Fossil,0.81,16.88,0.4,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-09-01,Gas,0.72,15.0,0.34,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,66.0,2024,2030,2035
Austria,AUT,2022-09-01,Hydro,3.06,63.75,0.07,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,16.0,2024,2030,2035
Austria,AUT,2022-09-01,Other Fossil,0.09,1.88,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,42.0,2024,2030,2035
Austria,AUT,2022-09-01,Other Renewables,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,157.0,2024,2030,2035
Austria,AUT,2022-09-01,Solar,0.28,5.83,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,28.0,2024,2030,2035
Austria,AUT,2022-09-01,Wind,0.44,9.17,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,29.0,2024,2030,2035
Austria,AUT,2022-09-01,Wind and solar,0.72,15.0,0.02,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-10-01,Bioenergy,0.18,3.77,0.04,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,24.0,2024,2030,2035
Austria,AUT,2022-10-01,Clean,3.9,81.75,0.13,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-10-01,Coal,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,186.0,2024,2030,2035
Austria,AUT,2022-10-01,Fossil,0.87,18.24,0.43,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-10-01,Gas,0.78,16.35,0.37,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,66.0,2024,2030,2035
Austria,AUT,2022-10-01,Hydro,2.99,62.68,0.07,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,16.0,2024,2030,2035
Austria,AUT,2022-10-01,Other Fossil,0.09,1.89,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,42.0,2024,2030,2035
Austria,AUT,2022-10-01,Other Renewables,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,157.0,2024,2030,2035
Austria,AUT,2022-10-01,Solar,0.26,5.45,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,28.0,2024,2030,2035
Austria,AUT,2022-10-01,Wind,0.47,9.85,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,29.0,2024,2030,2035
Austria,AUT,2022-10-01,Wind and solar,0.73,15.3,0.02,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-11-01,Bioenergy,0.18,3.96,0.04,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,24.0,2024,2030,2035
Austria,AUT,2022-11-01,Clean,3.24,71.36,0.12,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-11-01,Coal,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,186.0,2024,2030,2035
Austria,AUT,2022-11-01,Fossil,1.3,28.63,0.64,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-11-01,Gas,1.21,26.65,0.58,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,66.0,2024,2030,2035
Austria,AUT,2022-11-01,Hydro,2.47,54.41,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,16.0,2024,2030,2035
Austria,AUT,2022-11-01,Other Fossil,0.09,1.98,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,42.0,2024,2030,2035
Austria,AUT,2022-11-01,Other Renewables,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,157.0,2024,2030,2035
Austria,AUT,2022-11-01,Solar,0.15,3.3,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,28.0,2024,2030,2035
Austria,AUT,2022-11-01,Wind,0.44,9.69,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,29.0,2024,2030,2035
Austria,AUT,2022-11-01,Wind and solar,0.59,12.99,0.02,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-12-01,Bioenergy,0.18,3.67,0.04,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,24.0,2024,2030,2035
Austria,AUT,2022-12-01,Clean,3.54,72.09,0.12,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-12-01,Coal,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,186.0,2024,2030,2035
Austria,AUT,2022-12-01,Fossil,1.37,27.9,0.67,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2022-12-01,Gas,1.28,26.07,0.61,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,66.0,2024,2030,2035
Austria,AUT,2022-12-01,Hydro,2.55,51.93,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,16.0,2024,2030,2035
Austria,AUT,2022-12-01,Other Fossil,0.09,1.83,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,42.0,2024,2030,2035
Austria,AUT,2022-12-01,Other Renewables,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,157.0,2024,2030,2035
Austria,AUT,2022-12-01,Solar,0.12,2.44,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,28.0,2024,2030,2035
Austria,AUT,2022-12-01,Wind,0.69,14.05,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,29.0,2024,2030,2035
Austria,AUT,2022-12-01,Wind and solar,0.81,16.49,0.02,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2023-01-01,Bioenergy,0.18,3.59,0.04,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,24.0,2024,2030,2035
Austria,AUT,2023-01-01,Clean,3.88,77.43,0.12,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2023-01-01,Coal,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,186.0,2024,2030,2035
Austria,AUT,2023-01-01,Fossil,1.13,22.56,0.55,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2023-01-01,Gas,1.04,20.76,0.49,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,66.0,2024,2030,2035
Austria,AUT,2023-01-01,Hydro,2.69,53.69,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,16.0,2024,2030,2035
Austria,AUT,2023-01-01,Other Fossil,0.09,1.8,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,42.0,2024,2030,2035
Austria,AUT,2023-01-01,Other Renewables,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,157.0,2024,2030,2035
Austria,AUT,2023-01-01,Solar,0.13,2.59,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,28.0,2024,2030,2035
Austria,AUT,2023-01-01,Wind,0.88,17.56,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,29.0,2024,2030,2035
Austria,AUT,2023-01-01,Wind and solar,1.01,20.15,0.02,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2023-02-01,Bioenergy,0.17,3.45,0.04,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,24.0,2024,2030,2035
Austria,AUT,2023-02-01,Clean,3.76,76.27,0.12,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2023-02-01,Coal,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,186.0,2024,2030,2035
Austria,AUT,2023-02-01,Fossil,1.17,23.73,0.58,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2023-02-01,Gas,1.09,22.11,0.52,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,66.0,2024,2030,2035
Austria,AUT,2023-02-01,Hydro,2.49,50.51,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,16.0,2024,2030,2035
Austria,AUT,2023-02-01,Other Fossil,0.08,1.62,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,42.0,2024,2030,2035
Austria,AUT,2023-02-01,Other Renewables,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,157.0,2024,2030,2035
Austria,AUT,2023-02-01,Solar,0.26,5.27,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,28.0,2024,2030,2035
Austria,AUT,2023-02-01,Wind,0.84,17.04,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,29.0,2024,2030,2035
Austria,AUT,2023-02-01,Wind and solar,1.1,22.31,0.02,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2023-03-01,Bioenergy,0.19,3.68,0.04,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,24.0,2024,2030,2035
Austria,AUT,2023-03-01,Clean,4.27,82.75,0.14,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2023-03-01,Coal,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,186.0,2024,2030,2035
Austria,AUT,2023-03-01,Fossil,0.89,17.24,0.44,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2023-03-01,Gas,0.8,15.5,0.38,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,66.0,2024,2030,2035
Austria,AUT,2023-03-01,Hydro,2.85,55.23,0.07,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,16.0,2024,2030,2035
Austria,AUT,2023-03-01,Other Fossil,0.09,1.74,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,42.0,2024,2030,2035
Austria,AUT,2023-03-01,Other Renewables,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,157.0,2024,2030,2035
Austria,AUT,2023-03-01,Solar,0.37,7.17,0.02,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,28.0,2024,2030,2035
Austria,AUT,2023-03-01,Wind,0.86,16.67,0.01,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,29.0,2024,2030,2035
Austria,AUT,2023-03-01,Wind and solar,1.23,23.84,0.03,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2023-04-01,Bioenergy,0.11,2.09,0.03,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,24.0,2024,2030,2035
Austria,AUT,2023-04-01,Clean,4.54,86.31,0.14,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2023-04-01,Coal,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,186.0,2024,2030,2035
Austria,AUT,2023-04-01,Fossil,0.72,13.69,0.36,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,,2024,2030,2035
Austria,AUT,2023-04-01,Gas,0.63,11.98,0.3,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,66.0,2024,2030,2035
Austria,AUT,2023-04-01,Hydro,3.28,62.36,0.08,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,16.0,2024,2030,2035
Austria,AUT,2023-04-01,Other Fossil,0.09,1.71,0.06,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,42.0,2024,2030,2035
Austria,AUT,2023-04-01,Other Renewables,0.0,0.0,0.0,Europe,Europe,1.0,0.0,0.0,1.0,15.0,21.0,10.0,157.0,2024,2030,2035
