country_or_region,country_code,date,demand_twh,emissions_intensity_gco2_per_kwh,continent,ember_region,eu_flag,g20_flag,g7_flag,oecd_flag,world_demand_rank,region_demand_rank,oecd_demand_rank,eu_demand_rank,latest_year,coal_deadline,clean_deadline
Ireland,IRL,2015-03-01,2.57,467.532,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2015-04-01,2.32,531.401,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2015-05-01,2.36,460.094,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2015-06-01,2.2,528.205,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2015-07-01,2.3,492.891,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2015-08-01,2.29,480.769,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2015-09-01,2.33,504.673,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2015-10-01,2.51,497.797,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2015-11-01,2.59,412.766,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2015-12-01,2.68,379.592,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2016-01-01,2.74,424.603,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2016-02-01,2.65,444.444,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2016-03-01,2.7,491.935,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2016-04-01,2.51,497.817,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2016-05-01,2.44,497.717,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2016-06-01,2.39,534.884,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2016-07-01,2.56,517.391,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2016-08-01,2.61,450.644,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2016-09-01,2.45,426.087,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2016-10-01,2.51,508.333,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2016-11-01,2.63,496.032,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2016-12-01,2.68,433.071,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2017-01-01,2.97,472.527,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2017-02-01,2.68,418.699,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2017-03-01,2.76,407.843,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2017-04-01,2.44,475.771,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2017-05-01,2.33,480.0,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2017-06-01,2.48,408.072,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2017-07-01,2.63,448.718,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2017-08-01,2.53,431.718,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2017-09-01,2.63,421.277,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2017-10-01,2.65,381.356,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2017-11-01,2.8,437.751,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2017-12-01,2.95,426.415,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2018-01-01,3.01,337.037,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2018-02-01,2.68,407.563,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2018-03-01,2.72,444.015,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2018-04-01,2.63,412.5,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2018-05-01,2.6,438.819,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2018-06-01,2.63,465.217,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2018-07-01,2.65,459.916,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2018-08-01,2.61,407.725,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2018-09-01,2.5,389.14,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2018-10-01,2.67,352.941,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2018-11-01,2.85,303.502,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2018-12-01,3.01,271.375,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2019-01-01,2.85,377.51,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2019-02-01,2.68,286.307,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2019-03-01,2.91,324.219,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2019-04-01,2.67,347.458,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2019-05-01,2.56,396.552,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2019-06-01,2.52,384.956,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2019-07-01,2.44,389.671,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2019-08-01,2.46,328.704,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2019-09-01,2.49,339.45,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2019-10-01,2.82,317.269,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2019-11-01,2.91,348.659,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2019-12-01,2.97,300.0,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2020-01-01,2.99,283.019,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2020-02-01,3.08,227.106,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2020-03-01,2.93,275.862,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2020-04-01,2.34,382.353,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2020-05-01,2.53,342.222,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2020-06-01,2.53,362.832,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2020-07-01,2.66,361.345,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2020-08-01,2.61,382.353,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2020-09-01,2.71,364.017,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2020-10-01,2.91,296.875,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2020-11-01,2.94,309.16,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2020-12-01,3.16,288.732,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2021-01-01,3.0,369.176,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2021-02-01,2.79,241.107,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2021-03-01,2.85,332.016,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2021-04-01,2.53,414.097,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2021-05-01,2.59,406.393,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2021-06-01,2.41,433.18,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2021-07-01,2.46,500.0,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2021-08-01,2.52,442.982,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2021-09-01,2.54,482.609,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2021-10-01,2.79,381.89,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2021-11-01,2.95,408.088,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2021-12-01,3.23,362.416,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2022-01-01,3.17,395.904,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2022-02-01,2.96,270.37,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2022-03-01,2.91,401.487,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2022-04-01,2.62,369.919,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2022-05-01,2.65,361.789,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2022-06-01,2.62,379.747,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2022-07-01,2.75,453.061,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2022-08-01,2.77,458.167,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2022-09-01,2.63,432.099,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2022-10-01,2.93,285.171,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2022-11-01,3.06,271.429,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2022-12-01,3.16,367.698,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2023-01-01,3.07,294.964,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2023-02-01,2.76,292.0,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2023-03-01,3.04,307.692,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2023-04-01,2.72,305.785,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2023-05-01,2.65,374.449,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2023-06-01,2.49,384.259,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2023-07-01,2.62,305.31,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2023-08-01,2.65,292.576,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2023-09-01,2.61,318.386,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2023-10-01,2.78,314.41,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2023-11-01,2.95,281.853,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2023-12-01,3.08,225.455,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2024-01-01,3.22,286.219,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2024-02-01,2.88,248.0,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2024-03-01,3.05,238.636,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2024-04-01,2.75,278.261,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2024-05-01,2.68,344.037,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2024-06-01,2.5,319.797,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2024-07-01,2.64,368.421,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2024-08-01,2.64,274.882,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2024-09-01,2.68,327.354,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2024-10-01,2.93,296.0,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2024-11-01,3.06,328.302,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2024-12-01,3.16,249.084,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2025-01-01,3.33,303.136,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2025-02-01,3.08,215.686,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2025-03-01,3.11,274.194,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2025-04-01,2.82,331.878,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2025-05-01,2.72,333.333,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2025-06-01,2.7,268.657,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2025-07-01,2.81,314.41,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2025-08-01,2.77,297.674,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2025-09-01,2.77,250.0,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2025-10-01,3.08,252.033,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2025-11-01,3.18,264.591,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2025-12-01,3.34,261.029,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2026-01-01,3.53,,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2026-02-01,3.22,,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Ireland,IRL,2026-03-01,3.29,,Europe,Europe,1.0,0.0,0.0,1.0,68.0,26.0,30.0,18.0,2024,2030,2035
Italy,ITA,2016-01-01,26.19,399.73,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2016-02-01,25.31,367.811,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2016-03-01,26.07,351.613,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2016-04-01,24.08,321.845,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2016-05-01,25.18,312.33,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2016-06-01,25.52,297.778,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2016-07-01,29.13,337.302,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2016-08-01,24.49,332.437,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2016-09-01,26.2,381.974,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2016-10-01,25.53,396.04,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2016-11-01,25.83,388.727,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2016-12-01,26.24,405.861,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2017-01-01,27.59,409.954,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2017-02-01,24.69,397.025,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2017-03-01,26.02,346.642,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2017-04-01,23.35,350.444,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2017-05-01,25.26,337.715,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2017-06-01,27.55,349.11,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2017-07-01,29.54,372.632,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2017-08-01,26.46,380.512,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2017-09-01,25.47,390.333,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2017-10-01,25.7,433.092,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2017-11-01,26.01,448.971,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2017-12-01,26.4,428.448,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2018-01-01,27.0,412.84,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2018-02-01,25.76,419.672,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2018-03-01,27.37,390.447,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2018-04-01,23.99,325.948,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2018-05-01,25.87,315.766,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2018-06-01,26.72,313.809,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2018-07-01,30.08,364.839,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2018-08-01,26.33,377.486,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2018-09-01,26.6,405.6,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2018-10-01,26.31,414.394,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2018-11-01,25.81,391.174,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2018-12-01,27.16,403.814,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2019-01-01,28.21,420.244,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2019-02-01,25.19,380.15,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2019-03-01,26.09,368.61,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2019-04-01,23.82,364.192,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2019-05-01,24.99,320.513,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2019-06-01,27.45,318.99,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2019-07-01,30.88,349.909,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2019-08-01,26.21,352.377,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2019-09-01,26.05,379.133,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2019-10-01,25.5,401.008,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2019-11-01,25.1,355.809,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2019-12-01,25.01,345.211,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2020-01-01,26.72,382.906,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2020-02-01,24.99,355.948,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2020-03-01,22.98,343.832,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2020-04-01,19.17,313.522,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2020-05-01,21.9,283.705,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2020-06-01,23.06,301.996,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2020-07-01,27.98,339.494,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2020-08-01,25.36,343.409,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2020-09-01,25.58,360.272,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
Italy,ITA,2020-10-01,25.12,340.801,Europe,Europe,1.0,1.0,1.0,1.0,17.0,6.0,10.0,3.0,2024,2030,2035
